cty,county_name,cty_pop2000,cz,cz_name,cz_pop2000,statename,state_id,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
1001,Autauga,43671,11101,Montgomery,367927,Alabama,1,AL,79.775871,80.830627,83.520615,84.011551,83.841354,84.333076,84.843613,85.134392,72.090157,73.237656,76.583214,77.23774,79.052765,79.585869,83.543915,83.862183,.91245621,.88243449,1.0883809,1.0450102,1.1740862,1.1240475,1.4808751,1.4306327,.61555749,.63455743,.77286875,.77229524,.85616565,.84666544,1.27512,1.2444363,30828,30178,32538,25705,24663,28717,34468,24079
1003,Baldwin,140415,11001,Mobile,599405,Alabama,1,AL,82.847725,83.411041,85.386879,85.74382,86.106155,86.414597,88.044838,88.339394,75.530464,76.301704,79.717209,80.202682,81.904015,82.27977,84.382614,84.750252,.46161982,.44430029,.51646382,.49785316,.57066429,.54469782,.63674629,.6029759,.38925856,.38645783,.45111495,.44797507,.51611966,.50591654,.62023431,.59797627,122351,110023,106440,98805,101194,103246,103219,92921
1005,Barbour,29038,10301,Eufaula,61458,Alabama,1,AL,83.149445,84.543449,83.83979,84.595551,87.611702,88.042984,89.321877,89.447311,75.437996,77.112595,78.642296,79.48114,80.533569,81.059349,83.576401,83.797485,1.153869,1.0970658,1.490638,1.4322624,1.2773962,1.214723,1.8259423,1.7788832,.85980117,.87385499,1.1876987,1.1752124,1.5933765,1.5761212,1.9430358,1.9074422,23577,13590,9782,7385,18759,14378,9766,6408
1009,Blount,51024,10700,Birmingham,1038182,Alabama,1,AL,81.08812,81.592773,85.237633,85.508659,84.424049,84.811493,88.44294,88.623405,75.898392,76.334808,80.406021,80.728729,82.012749,82.300529,83.776375,84.165024,.87816942,.84418082,.95823771,.91444808,1.4138385,1.3571037,1.401744,1.3313228,.77659577,.76545274,.85082692,.826285,1.11692,1.0859841,1.9464707,1.8828931,27874,28046,25802,12904,26117,30097,25761,11371
1015,Calhoun,112249,9600,LaGrange,457299,Alabama,1,AL,79.486259,80.313309,83.658463,84.195694,84.502869,84.986389,86.738205,87.016045,72.954674,73.930214,77.798645,78.457916,82.179283,82.669586,82.889076,83.287086,.50915706,.49955866,.56521934,.53920335,.7386055,.70895219,.91042316,.87511444,.36744338,.37217098,.46765548,.474509,.61984634,.60627645,.97425503,.95061308,92985,81511,75250,42735,78701,84552,74572,39127
1017,Chambers,36583,9600,LaGrange,457299,Alabama,1,AL,80.310249,81.597702,85.033798,85.731995,81.692299,82.348068,84.998413,85.474815,74.062782,75.508522,77.25975,78.060814,81.58577,82.158844,84.357864,84.803452,.89217877,.88200092,.98582059,.94290382,1.5218846,1.4828662,2.1915481,2.1134272,.637568,.65111077,.78005278,.78508979,1.3218205,1.2979794,1.7559608,1.6928276,35158,26012,17018,8253,30375,26946,16765,7607
1021,Chilton,39593,10700,Birmingham,1038182,Alabama,1,AL,81.83036,82.487801,83.852776,84.257996,85.305084,85.6539,88.847679,89.081764,75.159355,75.908821,78.214622,78.719704,80.963501,81.366188,82.376373,82.873451,.93819505,.89905328,1.0333812,.98549336,1.5282724,1.4638362,1.5874734,1.4987857,.75975609,.74780732,.89737427,.87829876,1.2287103,1.2014264,1.7167265,1.6613554,28409,23280,20868,11975,24067,25386,21196,11168
1025,Clarke,27867,11001,Mobile,599405,Alabama,1,AL,83.096024,84.546936,84.533051,85.238495,85.045418,85.366905,82.267479,82.720398,75.042542,76.655724,81.211998,81.988808,82.810555,83.205154,85.753159,86.081192,.99467444,.95319867,1.3422842,1.2884873,1.8161017,1.7728463,2.1161549,2.083493,.89305091,.92105222,1.2091962,1.1769661,1.2635206,1.2409678,1.7335244,1.6829664,23842,13812,14173,9947,17262,16024,16179,9419
1031,Coffee,43615,10302,Dothan,223605,Alabama,1,AL,81.095596,81.53669,81.713524,82.343727,86.323029,86.71035,85.575569,86.059547,73.979111,74.8918,79.431892,79.98922,79.991081,80.48999,84.794067,85.223213,.90759963,.89427459,1.0873157,1.0446423,1.0657916,1.0115283,1.3486047,1.279629,.68979681,.69742924,.95266098,.93363982,.89356679,.87832463,1.3681768,1.3154474,31967,26907,28351,22637,26753,26718,29300,21210
1033,Colbert,54984,6200,Florence,230941,Alabama,1,AL,82.128868,82.855751,85.268242,85.757233,86.18502,86.665504,86.550537,86.930847,74.238091,75.127388,78.236084,78.884148,81.936424,82.503593,82.85714,83.2873,.7566976,.72508293,.88376254,.84103167,1.056779,1.0014844,1.3365537,1.2731709,.59642696,.59608108,.75083333,.74108422,.92915505,.90153539,1.1903683,1.1544689,42643,34813,33292,20848,34919,34323,34018,19408
1039,Covington,37631,11102,Troy,80901,Alabama,1,AL,82.331375,82.866447,83.855118,84.396866,87.654732,87.959145,88.147652,88.388344,75.861351,76.493538,76.838783,77.510643,82.409508,82.850319,84.69281,85.010689,.81632447,.78894711,1.0422214,.98877424,1.3347083,1.2691451,1.6161014,1.5440212,.70853031,.70112085,.80743349,.81226647,1.3455964,1.3019127,1.9194527,1.8545283,33885,24142,17623,10339,29490,25655,17041,9351
1043,Cullman,77483,10700,Birmingham,1038182,Alabama,1,AL,82.02861,82.314133,85.633476,85.916191,85.961777,86.344017,87.750259,88.055885,74.727119,75.140617,79.487411,79.881538,81.355309,81.819901,85.462242,85.78196,.56889379,.54800677,.66287929,.63493991,.93688434,.89116377,1.0983552,1.0380411,.4676446,.46629477,.6096949,.59667528,.85238492,.83645105,1.0388671,.99161714,60527,55306,46021,25262,55170,57736,45345,23268
1045,Dale,49129,10302,Dothan,223605,Alabama,1,AL,81.102219,81.962784,82.981018,83.270889,85.552383,85.603821,85.923988,86.15123,74.000961,74.955482,78.361076,78.888855,79.969299,80.332382,84.977699,85.357094,.87034243,.83620298,.98967618,.96499628,1.211805,1.1914141,1.3722258,1.3282764,.67150903,.67440867,.85572475,.84426379,.95272702,.94204444,1.4529418,1.3982167,35446,28902,29121,15480,29213,30445,30806,13814
1047,Dallas,46365,10801,Tuscaloosa,261112,Alabama,1,AL,80.374802,82.396217,83.753761,84.983345,84.281631,84.875023,85.398315,85.966736,73.581337,75.885513,78.816666,80.025002,82.897644,83.428978,84.523491,85.0942,.77248943,.76608604,1.0602986,1.019506,1.4346206,1.3942416,1.8346618,1.7686292,.60389036,.64116627,.97574592,.96711677,1.255236,1.2351869,1.3463998,1.2907275,48530,23581,16772,11258,37764,24807,17153,10256
1049,DeKalb,64452,6100,Gadsden,304068,Alabama,1,AL,82.484261,82.916115,83.453865,83.81089,83.742073,84.165482,88.612534,88.868416,75.268578,75.734764,78.417854,78.760521,82.722084,83.075584,82.157364,82.585945,.7097258,.67217088,.87934417,.84372836,1.1543515,1.1034713,1.660014,1.5668559,.52735889,.53074241,.69329858,.68573809,1.0811853,1.0499914,1.7200593,1.6731454,56100,43208,30172,12883,53189,46724,28601,11825
1051,Elmore,65874,11101,Montgomery,367927,Alabama,1,AL,81.093826,81.964355,82.044655,82.465134,84.677414,85.175171,86.996124,87.370796,74.588104,75.639496,78.17218,78.697029,81.26799,81.770287,82.992256,83.441833,.7512899,.73049015,.85486293,.83366483,.93158358,.89058286,1.0024489,.95111877,.58191252,.5816884,.67267418,.66317338,.80991417,.79397148,1.0024157,.9754805,49349,49895,54824,40682,42720,49715,55857,38072
1053,Escambia,38440,11002,Atmore,76853,Alabama,1,AL,81.194901,82.302551,84.110909,84.765259,87.057701,87.334656,84.226418,84.662224,73.523659,74.865791,78.18248,78.941574,80.910027,81.325317,80.988861,81.436226,.90137935,.8727473,1.0380243,.99258578,1.1234466,1.0796673,1.8970081,1.8288157,.67163402,.68458354,.94553882,.93989122,1.1620985,1.1390713,1.5600061,1.5414512,31428,21674,16963,10065,25149,23230,17382,9053
1055,Etowah,103459,6100,Gadsden,304068,Alabama,1,AL,80.470299,81.235268,83.868073,84.410339,86.183685,86.545029,87.555847,87.850441,73.797516,74.594856,78.393059,78.998825,81.951538,82.421631,83.233582,83.675987,.55148619,.53319329,.68719316,.65863562,.80079591,.76168215,1.0272509,.97368181,.40144765,.40719652,.54863799,.54713529,.73203039,.71243691,1.1895535,1.1545026,81198,63093,53858,31298,70490,63384,51935,28174
1059,Franklin,31223,6200,Florence,230941,Alabama,1,AL,81.65638,82.107811,83.292885,83.748268,84.25042,84.571594,87.308678,87.672668,73.79509,74.279076,80.641937,80.986519,81.494949,81.678688,82.598465,82.978218,.89889336,.85956478,1.1617538,1.1072184,1.5956432,1.5409765,3.07634,2.9492567,.66441858,.66778648,.91588891,.88777322,1.3233547,1.2959917,2.5417478,2.4860885,27322,21690,16627,7141,26599,23460,15856,6653
1061,Geneva,25764,10302,Dothan,223605,Alabama,1,AL,83.223495,83.780472,81.600685,82.336624,84.807304,85.238503,84.834671,85.125778,75.879265,76.5214,77.758636,78.422882,83.250816,83.591736,81.082649,81.363586,1.048074,1.0009114,1.3939798,1.3555576,1.7445208,1.6708153,2.168026,2.0876217,.80427378,.79379785,1.0154451,1.0092967,1.3239952,1.2782898,2.6923726,2.6602488,23936,17050,13962,5773,22375,18180,13370,4605
1069,Houston,88787,10302,Dothan,223605,Alabama,1,AL,81.841095,82.855461,84.947693,85.391228,85.949844,86.287064,86.539024,86.900024,75.129608,76.331947,79.98201,80.544891,81.611572,82.037399,83.166878,83.60186,.66161877,.64497179,.74492413,.72092831,.88247275,.85036194,1.0609949,1.0088233,.51859558,.5225417,.6823982,.66950923,.85116202,.836622,.97484457,.94758642,74858,57445,51359,43462,60232,55543,51551,41037
1071,Jackson,53926,6100,Gadsden,304068,Alabama,1,AL,81.367775,81.886536,83.34745,83.7799,86.370934,86.714958,85.046036,85.333313,74.976112,75.534691,77.350822,77.856186,81.507957,81.933472,84.010307,84.289711,.70112967,.67640215,.78943038,.75804806,1.0616703,1.0063231,1.5590675,1.4999168,.52262878,.51787788,.61832446,.62097996,.85344583,.8280651,1.4206576,1.3766525,47603,42716,33223,16304,44060,43810,32494,15066
1073,Jefferson,662047,10700,Birmingham,1038182,Alabama,1,AL,80.21241,81.792084,83.557533,84.460464,85.173615,85.773537,87.177002,87.496872,73.851143,75.616219,78.425018,79.456551,81.567276,82.233681,84.500847,84.873085,.24724737,.28221694,.28333429,.28318107,.31396961,.30798379,.3350395,.3257091,.2018517,.24595045,.24896789,.26736897,.28997663,.28702226,.33841112,.33026347,465817,430350,366904,388158,377098,359608,340329,367874
1077,Lauderdale,87966,6200,Florence,230941,Alabama,1,AL,82.060234,82.580521,85.58226,85.973465,86.359581,86.712822,87.155296,87.591621,73.741333,74.424156,78.694344,79.231651,82.859291,83.25647,83.602028,84.094788,.58078992,.56353188,.67934823,.64646351,.81652546,.77770853,1.0709798,1.0084131,.44834733,.44809255,.61027527,.60528469,.7299028,.70708168,.97703224,.93769157,65767,56649,54757,40112,55166,55854,54665,37406
1079,Lawrence,34803,6000,Huntsville,519583,Alabama,1,AL,81.697388,82.431801,86.708458,87.161118,84.95153,85.389343,87.586174,87.913521,73.954262,74.823524,77.773911,78.467766,79.843948,80.369934,84.539337,84.886124,1.1156543,1.0720664,1.1921577,1.1152394,1.7699699,1.6952177,2.1407111,2.0463104,.78292394,.77531308,.9386425,.923141,1.1953847,1.1762316,1.802129,1.7381438,22020,17623,16323,9048,18711,18535,17215,8289
1081,Lee,115092,9800,Auburn,150911,Alabama,1,AL,81.123238,82.2855,82.450851,83.099876,83.929932,84.512474,87.210754,87.424446,74.624519,75.795418,77.861229,78.56189,82.892349,83.403648,86.317627,86.522598,.69099122,.67029715,.92825389,.89913845,1.0013422,.9590345,1.0006664,.96638811,.56226516,.57325846,.67789859,.67207068,.90360254,.8762368,.82322049,.79576379,63977,53788,50096,51336,53933,52767,50802,48581
1083,Limestone,65676,6000,Huntsville,519583,Alabama,1,AL,81.583847,82.172836,83.961624,84.50209,84.648338,85.094101,87.340561,87.65519,73.615654,74.360481,77.957474,78.584587,81.436768,81.870865,82.73381,83.132683,.78959727,.7586726,.84201956,.79741871,1.0231731,.97825354,1.1359544,1.0866737,.56160861,.56258029,.68891639,.6863302,.89922345,.87795663,1.1562057,1.1308279,41908,39511,41254,34165,36613,40422,41664,32787
1089,Madison,276700,6000,Huntsville,519583,Alabama,1,AL,80.687965,81.524643,83.82782,84.425285,85.514488,85.834808,86.905235,87.127151,73.543388,74.560089,79.293846,79.973076,81.858238,82.295815,84.923897,85.2342,.4139469,.40814081,.46230292,.44378367,.44760489,.43279132,.4105716,.39698279,.32304808,.33554226,.39405647,.39076263,.42656407,.4169924,.38392889,.37330174,172568,173084,201434,286521,148723,153253,198744,280237
1093,Marion,31214,10600,Jasper,161169,Alabama,1,AL,82.170341,82.671341,85.762711,86.055267,85.169861,85.535423,81.178253,81.688881,76.603188,77.220818,78.649544,79.064804,80.44223,80.825012,80.886581,81.330215,.94745678,.90653282,1.1185932,1.064225,1.6235783,1.5554807,2.0912249,2.0827403,.78694582,.77448249,.92255878,.90547401,1.4161962,1.3924336,2.1657648,2.1756833,23887,18873,13992,6541,23457,20028,13402,5774
1095,Marshall,82231,6100,Gadsden,304068,Alabama,1,AL,81.258301,81.726936,83.46051,83.718727,85.690384,86.04541,85.412651,85.785408,73.927757,74.403847,79.69474,80.018829,83.821487,84.148628,82.230965,82.597122,.58578372,.56531328,.65058154,.62568635,.79613036,.75947261,1.1587412,1.1018095,.39183906,.3980132,.54964077,.53979498,.71969986,.69449478,1.0360194,1.0092582,81203,65904,54758,33822,75864,69373,52452,31005
1097,Mobile,399843,11001,Mobile,599405,Alabama,1,AL,81.303596,82.434143,83.109421,83.846138,84.637123,85.205948,87.036201,87.404335,74.268547,75.61264,79.542816,80.314102,82.035675,82.608345,83.540794,83.975464,.30603302,.3221665,.37667826,.36780137,.44832277,.43057513,.54436427,.52081496,.23563585,.25471735,.31890982,.32159191,.38874733,.37996143,.48641339,.47278199,337025,238425,204301,152875,261511,241824,206703,145015
1101,Montgomery,223510,11101,Montgomery,367927,Alabama,1,AL,80.189369,81.876579,83.550079,84.309914,85.589836,86.186821,87.40654,87.762077,73.465492,75.413589,78.122398,79.096954,81.188042,81.877541,84.504997,84.959373,.4345707,.45472699,.54667538,.53939497,.5978722,.57544369,.58508861,.56041896,.34407386,.38545102,.47986051,.48699942,.57973391,.57675368,.56221455,.54311103,169753,136143,106462,110337,135263,110954,97484,103469
1103,Morgan,111064,6000,Huntsville,519583,Alabama,1,AL,80.982254,81.657982,84.311905,84.719925,85.321625,85.630104,85.351372,85.803711,73.883812,74.604515,78.243797,78.698952,82.447838,82.824791,83.221085,83.663269,.55792892,.54047042,.65359402,.62836611,.69295257,.66700596,.89012444,.84607798,.41166928,.41596434,.54309297,.53934962,.59664226,.58332813,.76729602,.74273783,84836,78018,80070,65136,74114,78336,81525,61893
1109,Pike,29605,11102,Troy,80901,Alabama,1,AL,81.474281,82.876717,81.378357,82.112167,87.938904,88.231125,87.464272,87.701546,74.558296,76.125488,80.774368,81.529793,79.993958,80.459488,85.136604,85.427208,1.0144043,.98048943,1.3424411,1.3124772,1.2616024,1.2175617,2.7559764,2.6757433,.82429153,.84683251,1.1026177,1.0718631,1.3916769,1.3816006,1.9662591,1.9201977,26144,17237,13385,9058,21310,18460,13137,8349
1113,Russell,49756,9701,Columbus,303656,Alabama,1,AL,80.373734,81.542526,81.685387,82.57357,85.462585,86.114647,85.472923,86.148712,72.674721,74.007172,78.425072,79.362244,80.403542,81.154922,81.623276,82.362488,.71671027,.70181715,.93507171,.91086888,1.0394995,.98375821,1.7153552,1.6290435,.50541514,.52371883,.78096449,.77629596,.99995184,.98063356,1.4536206,1.4105129,56275,40970,32499,15757,46531,42365,31586,14821
1115,St Clair,64742,10700,Birmingham,1038182,Alabama,1,AL,81.117645,81.697006,82.930008,83.412796,86.057091,86.348808,84.503044,84.936272,73.015091,73.787323,78.047379,78.610428,81.466576,81.904228,81.160988,81.597694,.75380266,.7262491,.80361992,.76784569,.87801635,.84032297,1.4516873,1.3986787,.53908807,.53903699,.65131408,.64317453,.88332242,.86397147,1.1100696,1.0946718,45029,45381,45603,29198,39410,46833,45951,27585
1117,Shelby,143293,10700,Birmingham,1038182,Alabama,1,AL,81.815582,82.402649,83.939735,84.430611,85.993286,86.338074,87.594719,87.753281,74.750526,75.435051,78.028664,78.603394,81.681534,82.112373,85.227623,85.439491,.64543992,.62286013,.6393972,.60945362,.67192364,.64294022,.60648429,.58442527,.49351925,.49247125,.54632437,.54425186,.6010195,.58365512,.5590871,.54475749,71976,89704,109907,159449,59616,77703,108391,158649
1121,Talladega,80321,9500,Talladega,148252,Alabama,1,AL,80.767448,81.839134,82.372162,83.097115,83.870117,84.39283,85.790207,86.325493,73.778755,75.013649,77.981926,78.724281,81.683281,82.236137,84.649681,85.135788,.6421296,.62956578,.77417499,.74977279,1.095233,1.0570066,1.4621825,1.3906666,.47973034,.49083757,.61630398,.61461389,.82211751,.80069995,1.0763716,1.025416,64483,48791,39814,21919,53160,52332,40295,19882
1123,Tallapoosa,41475,9500,Talladega,148252,Alabama,1,AL,82.000969,82.945152,85.942543,86.505859,86.143562,86.486778,88.160393,88.509216,74.980362,76.13105,78.173607,78.88974,82.228485,82.663948,84.625954,85.069954,.87187177,.84101975,1.0506514,.9939099,1.4360483,1.3848621,1.4250749,1.3445479,.72468275,.72239894,.92786294,.92812198,1.1599387,1.1319472,1.529501,1.4753671,33336,23356,19470,13935,29476,23825,19164,12647
1125,Tuscaloosa,164875,10801,Tuscaloosa,261112,Alabama,1,AL,80.700562,81.854958,83.857498,84.573303,85.492599,86.042953,86.546532,86.834274,73.808647,75.10527,79.713539,80.485733,82.137291,82.727669,83.870399,84.235184,.55810881,.54597247,.63385934,.61036921,.66080278,.63003105,.77733028,.74930638,.41345605,.42488953,.53388935,.52488059,.63263381,.61462289,.78170651,.76179343,104139,88942,87087,74793,84260,84292,86253,71660
1127,Walker,70713,10600,Jasper,161169,Alabama,1,AL,80.929367,81.462799,84.169083,84.556969,84.190979,84.585686,85.042595,85.49662,72.71553,73.358948,77.868843,78.365089,81.964218,82.361664,83.252228,83.671997,.5929119,.57395345,.73117173,.69840491,.882236,.8504039,1.5226951,1.4563701,.43406782,.43420193,.60373807,.59793806,.84213585,.81554496,1.2344853,1.1917973,60074,50381,45807,23751,52634,53664,46118,22564
2020,Anchorage,260283,34102,Anchorage,369296,Alaska,2,AK,82.065903,81.084259,83.614708,83.239792,86.209442,85.650719,86.772316,86.662987,75.544899,75.273094,80.136955,80.243797,82.694221,82.63842,85.760307,85.884796,.54493189,.58129072,.57854366,.58828574,.46674728,.50685769,.46742332,.46735168,.4257344,.42303088,.4949941,.48945084,.45192659,.44806394,.38363302,.37511888,102412,150252,180140,257874,114490,143130,190096,264424
2090,Fairbanks North Star,82840,34115,Fairbanks,97458,Alaska,2,AK,82.673996,82.597664,82.120148,82.381744,85.412483,85.313087,87.741539,87.930466,76.596855,76.871315,81.016258,81.277588,81.797806,82.065552,84.77063,85.113419,.9756096,.95790231,1.1668795,1.1324099,.97657633,.96782875,.79501736,.76418614,.73326457,.71742487,.87536389,.85103053,.77336943,.75377327,.75506985,.72655118,29750,42644,58065,69502,33394,45329,69151,69646
2110,Juneau,30711,34109,Juneau,37347,Alaska,2,AK,85.04847,85.21566,83.663086,82.839706,86.398155,86.391876,87.993172,87.902771,80.186768,80.537041,81.527664,81.324028,80.736465,80.940491,84.443199,84.653091,1.4379773,1.361142,1.6683849,1.6915914,1.4178542,1.3845413,1.1753237,1.1699604,1.3746953,1.3226044,1.3283358,1.3197346,1.1166614,1.0945561,1.0992112,1.0657836,10450,19283,26100,32497,12836,18551,28187,31352
2122,Kenai Peninsula,49691,34102,Anchorage,369296,Alaska,2,AK,83.519005,83.685532,85.363571,85.608192,86.068268,86.165657,87.825272,88.063591,78.393333,78.649567,81.451935,81.802399,82.027786,82.361526,85.120384,85.387688,.97314113,.94114244,1.0973464,1.0535518,.93529981,.90712947,1.0412768,.98694903,.74481177,.72485632,.84163952,.81153375,.90703487,.88213229,.87849325,.84685171,31292,33334,38782,40734,34196,34745,43608,42001
2170,Matanuska-Susitna,59322,34102,Anchorage,369296,Alaska,2,AK,82.070107,82.433693,83.01532,83.125824,85.336761,85.408661,88.069084,88.320747,75.418709,75.846481,79.605659,79.941902,83.480316,83.716293,84.847816,85.171852,1.0842459,1.0380974,1.1651047,1.1350062,.98084897,.95430428,.89871818,.84844935,.68621379,.68188369,.77270335,.75373793,.75736284,.73731053,.87705332,.84244919,34048,40160,54528,56193,36179,43140,61491,57581
4001,Apache,69423,35500,Gallup,241691,Arizona,4,AZ,84.895821,85.072304,85.467003,85.559929,86.560989,86.580063,84.620911,84.902153,79.044014,79.252884,82.956978,82.972809,84.592995,84.547684,82.821678,83.041481,.80597806,.77177566,1.025059,.9954375,1.3250562,1.2979927,2.5041652,2.440186,.70209706,.68424839,.80560482,.79115373,1.1369903,1.1271874,2.0400553,2.0023925,50254,40687,26379,10947,44827,35314,24118,9229
4003,Cochise,117755,35100,Tucson,999882,Arizona,4,AZ,82.895622,81.612564,84.260002,83.567642,84.682297,84.395538,88.230247,88.351723,78.015381,76.996399,80.539703,80.153336,81.501022,81.413483,84.784645,85.009079,.54995722,.58291745,.63620102,.64787889,.73202235,.72427523,.70677823,.66934383,.43275037,.43740392,.55552459,.55202037,.59675914,.58530778,.7717396,.7438724,91281,75054,69772,53059,86310,69968,68069,47917
4005,Coconino,116320,35401,Flagstaff,289883,Arizona,4,AZ,83.866592,83.978073,86.357986,86.313553,87.074127,86.931221,87.741028,87.795601,79.10836,79.205101,83.152641,83.127121,85.069221,84.988396,87.01506,87.097832,.64752525,.62588984,.63868546,.626535,.6986016,.69347978,.79119283,.76912546,.49294177,.48162514,.58224916,.57410222,.63856292,.63238209,.66649884,.6472373,88341,82535,80172,70879,83217,77413,77592,64096
4007,Gila,51335,35001,Phoenix,3303211,Arizona,4,AZ,81.384773,81.256462,83.77549,83.484535,84.61692,84.545197,83.530754,83.822433,76.834778,76.770172,80.767494,80.572144,81.135208,81.066917,84.490067,84.610443,.64449269,.62766618,.80805773,.79367101,1.0407372,1.0127946,1.4234076,1.3752875,.55679029,.54602212,.78408825,.76695269,.92140144,.90451676,1.1266544,1.0930861,43550,36681,31253,17607,40289,35312,28499,14737
4009,Graham,33489,35002,Safford,42036,Arizona,4,AZ,81.899834,81.087334,83.536186,83.073837,85.379684,84.748154,90.419815,90.262314,76.457123,75.53894,81.248642,80.783737,84.364876,83.776787,84.088326,83.98941,1.1891303,1.1845218,1.4327996,1.4082355,1.6283623,1.6515421,1.6161352,1.6252574,.99061644,.97523093,1.1969571,1.187896,1.553865,1.5755532,2.3461633,2.3155105,17195,15137,15536,7407,14821,16395,16120,6401
4013,Maricopa,3072149,35001,Phoenix,3303211,Arizona,4,AZ,82.766228,82.301079,84.441826,84.258011,86.125526,86.033997,87.505287,87.538025,77.524101,77.100723,80.367973,80.221382,82.781029,82.750038,85.208214,85.325584,.13634387,.14184275,.14957128,.15232991,.14274335,.14463647,.15276611,.15436099,.10872203,.11294103,.12903886,.12957895,.14261231,.14413494,.14080362,.13952184,1675162,1976410,1921525,2089666,1732345,1794112,1819668,2044712
4015,Mohave,155032,37901,Las Vegas,1568418,Arizona,4,AZ,79.83857,79.973038,82.616615,82.627953,83.445572,83.638214,85.289063,85.506523,74.187607,74.36837,78.79538,78.849495,80.282143,80.535316,82.449371,82.81118,.3601512,.3512685,.42042622,.40756252,.53993893,.51739585,.71292555,.68044108,.26241875,.26788521,.37832084,.37578434,.50759554,.50004369,.68436599,.66262919,164586,128857,92225,55067,158662,122137,83622,49044
4017,Navajo,97470,35500,Gallup,241691,Arizona,4,AZ,82.927002,83.016388,83.473602,83.703293,87.08989,87.157471,86.365944,86.508255,77.927567,78.007042,82.366585,82.507919,83.742363,83.861488,83.731491,83.944496,.63630831,.61512393,.78806031,.76347667,.74765396,.72050548,1.2301373,1.1854634,.54110759,.53295469,.65623641,.63971627,.7951479,.77702463,1.0400409,1.0076371,76540,61758,48255,26360,68421,56517,46012,22908
4019,Pima,843746,35100,Tucson,999882,Arizona,4,AZ,83.003525,82.158348,84.689392,84.174133,86.305527,86.108253,87.765625,87.695267,77.585991,76.833015,81.261208,80.845978,83.176613,83.043098,85.825577,85.839035,.22479554,.2475116,.25578409,.26991037,.27316421,.27233613,.27999926,.27727306,.19511361,.20311308,.22531877,.22847626,.25795269,.25774795,.25574633,.25083348,563795,567133,517902,480857,540141,509675,479705,436922
4021,Pinal,179727,35001,Phoenix,3303211,Arizona,4,AZ,81.22551,81.120064,83.523651,83.212929,84.123367,83.990532,86.602867,86.658844,75.714378,75.57119,79.411201,79.170486,81.782684,81.631897,82.160019,82.300217,.45591095,.43890977,.50306743,.49457476,.64075989,.62507254,.78932756,.75894576,.3455596,.34067279,.42793614,.41952857,.56388402,.55541557,.84977973,.82925892,128327,132317,107138,57691,125021,129842,105573,52357
4023,Santa Cruz,38381,35100,Tucson,999882,Arizona,4,AZ,83.687668,80.590027,87.180801,84.720406,84.162933,83.032921,89.192474,88.274948,80.800125,77.865463,86.236259,84.131432,81.321892,80.373283,83.250046,82.321579,.99908322,1.1251082,1.2429312,1.4886135,1.6967571,1.6957796,1.8092127,1.9364346,.77872813,.83517998,.94131637,1.136741,1.4335605,1.412141,1.6264019,1.6071818,50649,28148,16802,14050,46442,26956,16410,13149
4025,Yavapai,167517,35401,Flagstaff,289883,Arizona,4,AZ,83.070076,83.184204,85.718605,85.847481,85.897453,86.111809,87.095604,87.329849,77.820808,77.970024,82.635101,82.783318,84.437981,84.629471,85.787704,85.99189,.41171575,.39698938,.43401021,.41642994,.52735776,.50481135,.60217458,.57105637,.34279871,.3390097,.41784638,.40445647,.46823707,.45584202,.53502929,.51354837,151284,139046,117518,80318,139667,125816,101351,66849
4027,Yuma,160026,38100,Yuma,302387,Arizona,4,AZ,83.626793,82.209213,83.062172,82.468506,83.759918,83.633713,86.247444,86.035233,79.122658,77.730026,80.009026,79.391708,80.069084,79.939278,82.705208,82.474258,.50845128,.54088467,.74335015,.73845857,.86366057,.83754051,.98809773,.96653306,.35644475,.37330091,.60078329,.58775204,.70641989,.69178087,.84889746,.83377856,160282,96068,63240,44617,189087,97412,63695,41980
5005,Baxter,38386,25101,Mountain Home,64068,Arkansas,5,AR,80.858139,81.258263,84.899094,85.244362,87.589294,87.857262,88.146576,88.37204,75.930191,76.33934,79.693871,80.093742,79.436081,79.914375,82.154114,82.600388,.79106122,.77125883,.85413504,.81472433,.94331437,.88915199,1.2889661,1.2170017,.56404841,.56125647,.71677113,.6991362,.96037471,.94753462,1.554299,1.5156184,37135,32719,22611,12157,32871,28696,17977,10332
